ID,Title,Abstract,Labels
382,anti inflammatory effects lychee litchi chinensis sonn seed peptide hydrolysate raw 264 7 macrophage cells,taylor francis lychee litchi chinensis seeds product canned lychee processing hydrolyzed various concentrations proteases alcalase flavourzyme neutrase protein hydrolysate produced neutrase concentration 50 mg ml exhibited highest free radical scavenging activity after ultrafiltration fraction containing peptides less than 650 da purified gel filtration chromatography into g1 g3 g1 fraction exhibited highest activity further purified reversed phase high performance liquid chromatography rp hplc four fractions h1 h4 isolated exhibited efficient nitric oxide no scavenging activity g1 fraction inhibited no production lipopolysaccharide lps stimulated raw 264 7 cells down regulation inducible nitric oxide synthase inos interleukin 6 il 6 results showed lychee seed peptide hydrolysates exhibited potent anti inflammatory activities suggesting peptides may useful additives health products such functional foods or pharmaceuticals,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
383,multi step power consumption forecasting thailand dual stage attentional lstm,ieee our task forecast next day s power consumption half hour interval total 48 intervals there many studies proposed models power consumption forecasting problems but most previously proposed techniques focus impact different time step power consumption importance different features not considered these works dual stage attention based recurrent neural network da rnn state art time series forecasting considers both varying impacts different time features one step ahead forecasting contrary our work focuses multi step ahead forecasting paper we aim apply dual stage attentional lstm multi step ahead power consumption forecasting problem experiments conducted thailand s power consumption data consisting 5 control areas weather data day type weekday weekend we use rmse mape evaluation metrics results showed dual stage attentional lstm outperformed traditional models both metrics,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
384,hierarchical verification bpmn design model state space analysis,2013 ieee bpmn design models widely used software development process owing lack bpmn standard semantics formal verification used validate whether bpmn design model free undesirable properties primary challenges bpmn design model verification enormous size complexity bpmn design models these challenges may lead time consuming processes model abstraction overcoming state space explosion problem paper proposes hierarchical verification technique state space analysis based colored petri net cpn bpmn partitioning technique rules transformation bpmn into cpn model provided partitioning approach supports unstructured bpmn design model obtained cpn model also supports hierarchical verification validate analyze bpmn design model transformation technique state space generator implemented bpmn verification framework method viable option software process designers suitable large scale bpmn design model verification,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
385,composite membranes graphene oxide co2 ch4 separation,society chemical industrybackground biogas alternative renewable energy produced anaerobic digestion various organic wastes mainly agriculture households biomass food industries typically raw biogas consists 50 70 methane ch4 30 50 carbon dioxide co2 small amounts hydrogen sulfide h2s water vapour purifying biogas removing co2 other trace impurities required order achieve higher calorific value safe operation meet fuel standards co2 second largest component biogas study focused its removal ch4 results composite membranes blended peg 400 pebax 1657 polymer graphene oxide go developed co2 ch4 gas separation effects go loading peg 400 addition co2 ch4 separation performance investigated optimal loadings 0 25 wt go 50 wt peg 400 obtained best membrane performance 12 4 gpu co2 permeance 14 co2 ch4 separation factor conclusion incorporating go polymer membrane enhanced co2 ch4 separation whereas peg 400 addition increased co2 permeance advantages each component led enhancement co2 permeance co2 ch4 separation society chemical industry,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
386,improvement product selectivity bicarbonate reduction into formic acid tin based catalyst integrating nano diamond particles,institution chemical engineersin study efficiency electrochemical reduction bicarbonate into formic acid improved composite electrode made up tin sn nanodiamond nd carbon nanotube cnt absence nd compositional ratio 10 90 sn cnt demonstrated highest current density however adding nd compositional ratio 10 90 100 sn cnt nd highest efficiency towards formate formic acid achieved it observed presence nd enhanced selectivity product formic acid effects bicarbonate concentration scan rate have also been studied understand reduction mechanism peak potential shifted towards larger negative values applied potential increase scan rate 0 01 0 1 v s confirming irreversible nature reduction process linear relationship between current square root scan rate slope value 0 519 suggested reaction process fully diffusion controlled formic acid produced both electrodes however electrode containing nano diamond successfully improved process yield formic acid electrochemical impedance study revealed significant difference between warburg coefficient oxidation reduction processes values 29 63 1012 67 4 ω s 0 5 applied potentials 0 5 v 0 4 v respectively difference confirmed low resistance electrode electrolyte interface reduction potentials,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]"
387,gasification furniture waste sawdust cyclone gasifier,institute physics publishing all rights reserved sawdust one major biomass produced over 1 million ton per year thailand large amount sawdust can used renewable energy gasification one high efficiency processes convert biomass gaseous product sawdust suitable converted gaseous product due its high proportion volatile 73 work sawdust thermal conversion investigated stairmand type cyclone gasifier 100 mm diameter operation cyclone short residence time high efficiency particulate separation gaseous product suitable small particle like sawdust influences equivalence ratio 0 15 0 60 reactor temperature 700 c 800 c 900 c waste conversion performance determined gas composition co co2 ch4 h2 cnhm carbon hydrogen conversions lower heating value cold gasification efficiency reported data analysis indicated optimum equivalence ratio 0 45 excessively lower or higher equivalence ratio negatively affected gas composition heating value gaseous product optimum reactor temperature 900 c lower temperature also adversely affected gaseous product conversion carbon hydrogen lower heating value product gas range 0 95 3 45 mj m3 cold gasification efficiency range 28 68 optimal condition sawdust gasification cyclone gasifier equivalence ratio 0 45 temperature 900 c which total carbon hydrogen conversionsare 90 60 respectively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
388,improvement telematics solution motor insurance thailand 5d innovation development process,ieee insurance company thailand developed telematics application since 2017 but number its users has declined customer survey showed low level customer satisfaction adoption due difficulty its usage low perception usefulness thus paper aims explore customer requirements provide improved version telematics application 5d innovation development process discover define design develop deploy discover phase technology acceptance model tam survey satisfaction questionnaire regarding hidden customer requirements conducted project charter used define summarize steps management scope project timeframe quality function deployment qfd tam adapted design phase then all concepts developed improved pugh matrix weighted sum score customer expectations translated into product specifications develop process create prototype demo application order verify developing guideline before scaling up finally feedback testing users ensured effective commercialization new version telematics application deploy phase newly developed telematics application shows higher level customer satisfaction 3 01 4 05 moreover perceived usefulness perceived ease use attitude toward intention use increased around 7 27 4 62 0 43 35 09 respectively implication research guidance impediments overcome user satisfaction adoption improvement telematics application,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
389,bond properties between carbon fibre reinforced polymer plate fire damaged concrete,elsevier ltdin research single shear test conducted investigate bond properties between carbon fibre reinforced polymer cfrp plates fire damaged concrete prisms investigation focused effects fire exposure condition presence internal steel reinforcements effective bond length failure mode bond strength maximum joint load interfacial fracture energy after being air cooled concrete prisms adhesively bonded cfrp strips different lengths then quasi static tested ambient condition pull off test results showed tensile strength concrete substrate decreased after being exposed elevated temperatures such deterioration concrete substrate caused increase effective bond length it also decreased bond strength interfacial fracture energy steel reinforcements concrete structures beneficial they minimize effect fire exposure bond strength effective bond length application fracture mechanics based model strength prediction bond between fire damaged concrete cfrp plate proposed linear relationship between interfacial fracture energy pull off tensile strength concrete could assumed unreinforced concrete,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
390,information embedding 3d printed objects metal infused pla reading thermography,society imaging science technology digital fabrication has potential innovate manufacturing logistics near future attempt increase value real fabricated objects embedding information including copyright protection often proposed we present new technique embedding information metal fused materials copper powder infused pla form fine structure inside 3d printed objects then information can detected nondestructively thermography our experiment proved binary code array metal infused material can successfully printed embedded inside sample fabricated 3d based objects abs thermal image implanted structure areas clearly observed temperature conditions different surroundings we also studied factors influence quality readouts such how deeply infused metal embedded surface colors filament substances clearance image binary code compared previous methods best condition embedding metal infused material 1 mm deep surface moreover color printing filament had no effect quality read out information these results mean we can increase value added various kinds objects fabricated 3d printers more conveniently,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
391,very short term solar power forecasting genetic algorithm based deep neural network,ieee paper presents method finding optimal parameters deep learning model genetic algorithm ga model employed forecast output solar farm 4 hours advance its inputs both forecasted weather data data obtained weather monitoring instrument performance four nn neural network types dnn deep neural network lstm long short term memory gru gated recurrent unit cudnngru cuda deep neural network gated recurrent unit compared feature engineering exponential moving average ema finds time series irradiance helps improve model performance ga exploited find most appropriate number lookback or window size number neurons each all three hidden layers gru model yields least rmse 7 83 however if training time considered cudnngru model yields slightly higher rmse 7 87 but its training time less than half gru,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
392,design state feedback traffic control hierarchical distributed control framework,ieee paper concerns traffic congestion problem which degrades urban traffic sustainable development we design state feedback traffic controller based optimization method hierarchical structure heterogeneous multi agent systems objective mitigate number vehicles waiting maintain traffic flow global objective finally numerical example demonstrates proposed control method improves traffic flow over fixed schedule traffic control,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
393,application sensor technology warning unsafe conditions moving objects above construction workers,ieee moving objects above construction workers one major causations accidents construction sites dynamic complex nature construction sites can lead above unsafe conditions however previous research has developed sensor system detecting accident which can only applied crane prototype laboratory objective research develop sensor warning system sw system warning construction workers unsafe conditions study focuses lifting operation tower crane sw system developed based internet things iot concept gps sensor server paper pilot test conducted testing gps devices which could lead determine distance error calibrate system result average distance error 1 96 meters calibrating system further study will continue develop full scale system which can applied construction site,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
394,heuristic based scheduling toothpaste filling problem,iop publishing ltd all rights reserved research focuses development heuristic method toothpaste filling problem tfp whose complication lies vast variety products formulae sizes together specific restrictions filling machines storage tanks more specifically filling machines non identical each which has different speeds capacities filling toothpaste various sizes unloading requires storage tanks each much larger capacity when compared one particular production order tank will then matched several production orders repositioned among filling machines avoid unnecessary changeovers we solve tfp means two phase method where initial solution constructed earliest due date edd dispatching rule once completed initial solution then iteratively improved series improvement operators mimicking concept variable neighbourhood search vns until no improvement could found we test our heuristic set sample instances acquired one biggest consumer products manufacturers thailand impressively when compared current practice our proposed heuristic could help reduce makespan 32 average or equivalently annual saving 0 6 million mainly reduction overtime payment changeovers,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
395,observation increased dispersion pt mobility oxygen pt γ al2o3 catalyst la modification co oxidation,copyright bcrec group all rights reserved study focuses improvement catalytic activity via co oxidation pt γ al2o3 catalyst addition la onto support prior impregnation pt metals molar ratios la al varied 0 01 0 15 based temperature programmed desorption tpd co2 la addition ap parently resulted increased basicity catalysts which related increasing oxygen mobili ty however when considered pt dispersion measured co chemisorption it found pt dispersion also increased increasing amount la addition up la al 0 05 it suggested too high amount la addition can inhibit dispersion pt due surface coverage la it worth noting catalytic activity toward co oxidation essentially depends both pt dispersion oxygen mobility they can superimposed each other based study pt ? al2o3 catalyst la addition la al molar ratio 0 05 showed highest activity due its optimal pt dispersion oxygen mobility leading its highest value turnover frequency tof,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
396,quantitative analysis calcium carbonate formation magnetized water,2020 elsevier b v research studies influence static magnetic fields structure calcium carbonate caco3 crystals experiments conducted exposing ca2 co3 2 solutions magnetic fields solutions then combined form caco3 particles three characteristics caco3 formation reaction have been investigated namely absorbance differentiation vibrational modes crystal structure absorbances measured ultraviolet visible spectrophotometer while vibrational modes measured flourier transform ft infrared ft raman spectroscopies x ray diffractometer used determine crystal structure experimental results show nucleation caco3 crystals inhibited when starting solutions exposed magnetic fields effect magnetic fields mainly attributed co3 2 solution remained more than 144 h after starting solutions combined various magnetic field strengths applied solutions aragonite formed aragonite calcite ratios proportional magnetic field strengths x ray technique measured crystal structure indicated aragonite calcite ratio increased 10 82 when magnetic field strength increased 60 460 mt duration 8 min,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
397,design sphere gap test chamber finite element method,ieeethis paper investigates effect enclosed chamber electric field distribution standard sphere gap finite element method fem chamber will used control atmospheric condition around 10 cm diameter sphere gap vertical arrangement geometry simulation model followed vertical sphere gap standard iec60052 taking into account clearance limits spheres mesh size boundary size simulation model chosen considering both simulation accuracy time maximum electric field between model sphere gap without chamber recorded compared results show chamber metal cover has strong effect maximum electric field emax sphere gap while chamber insulation cover has acceptable deviation emax,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
398,influence rice husk ash mechanical properties fire resistance recycled aggregate high calcium fly ash geopolymer concrete,elsevier ltdthe use recycled aggregates geopolymer concrete provides eco friendly alternative construction industry since geopolymer concretes made recycled aggregates generally have weaker internal structure compared those natural aggregates sio2 rich materials have therefore been used improve strength properties one which well known nano sio2 ns however because ns not environmental friendly other green sio2 rich materials such rice husk ash rha agricultural wastes needed objective study investigate effectiveness replacing nano sio2 rich husk ash improving performance recycled aggregate geopolymer concrete ragc made high calcium fly ash able set harden without heat curing mechanical properties fire resistant performance rha added ns added geopolymer concretes tested compared results show addition rha effective improving strengths ragcs particularly when sio2 al2o3 ratio increased 4 17 28 day compressive strengths ragcs containing rhas ranged 36 0 38 1 mpa due improved microstructure denser matrix comparable those ragcs made ns however inclusion sio2 rich materials had adverse effect post fire residual strength geopolymer concretes made recycled aggregates due primarily reduced porosity,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
399,comparison diaphragm wall movement prediction field performance different construction techniques,tongji university tongji university pressthe demand deep excavation basement construction growing rapidly bangkok due limited availability land recently maximum depth excavation has increased up approximately 25 m deep excavation bangkok subsoils requires consideration soil conditions real piezometric level ground water general bangkok subsoil consists 13 16 m thick dark grey soft medium clay followed stiff silty clay before first sand layer 21 30 m piezometric level ground water has risen 13 m its previous level 23 m due control deep well pumping twenty years thai government diaphragm wall normally used soil retaining structure behavior performance diaphragm wall usually predicted finite element method fem mohr coulomb soil modeling failure criteria soil modulus parameters soft stiff bangkok clay self boring pressuremeter test paper presents comparison between diaphragm wall movements fem analysis predictions field measurements two projects new bank thailand head office rosewood hotel which constructed different techniques predicted movement agreed well field measurements,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
400,molecular beam epitaxial growth interdigitated quantum dots heterojunction solar cells,elsevier b v interdigitated quantum dots which multiple stacks type i inas gaas quantum dots type ii gasb gaas quantum dots grown molecular beam epitaxy incorporating interdigitated quantum dots into p i n algaas gaas heterojunction solar cell structure we demonstrate photovoltaic effect 20 6 improvement open circuit voltage when compared another cell incorporating same quantum dots but p i n gaas homojunction architecture transmission electron microscopy performed analyze strain induced defects created multi stack quantum dot structures heterojunction solar cell incorporating interdigitated quantum dots realized work would find potential applications high efficiency single junction intermediate band solar cells operating under concentrated sunlight,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
401,impacts coastal development shoreline change eastern gulf thailand,published under licence iop publishing ltd map ta phut mtp port has been developed middle portion rayong bay thailand since 1992 after expansion port completed 2002 port has approximately 3 5 km wide extending 4 0 km seaward paper provides assessment construction mtp port project shoreline rayong bay historical shoreline positions extracted aerial photography satellite imagery taken between 1957 2016 arcgis version 10 4 rates shoreline changes pre post port development implemented digital shoreline analysis system dsas results indicate rayong bay shoreline mostly dynamic equilibrium average rate less than 0 5 m y prior construction mtp port after completion port significant shoreline accretion has continuously been found along shoreline about 500 m adjacent both sides port meanwhile rayong bay shoreline had been eroded about 28 total shoreline after port completed 1992 increased 30 after port expansion 2002 coastal protection structures included seawalls segment breakwater y shaped groins jetty applied along receded shore most those structures have successfully stabilized shoreline rayong bay has likely reached new dynamic equilibrium since 2011,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
402,dichlorocarbene modified butadiene rubber dcbr preparation kinetic study its properties natural rubber dcbr blend vulcanizates,copyright 2017 john wiley sons ltd dichlorocarbene modified butadiene rubber dcbr prepared via addition dichlorocarbene group presence 2 phase transfer agents cetyltrimethylammonium bromide tetraethylammonium chloride effects reaction temperature time amount dichlorocarbene precursor type amount phase transfer agent chlorine content investigated highest chlorine content 30 dcbr obtained 0 062 mol chloroform 0 003 mol cetyltrimethylammonium bromide room temperature 19 hours although 27 9 obtained after 12 hours kinetics dichlorocarbene modification best described pseudo first order rate law 2 rate constants practical applications dcbr chlorine contents 10 20 or 30 blended natural rubber nr then vulcanized sulfur curing system although polarity dcbr increased good compatibility between nr dcbr still existed resulting improved mechanical properties oil resistance flame retardant ozone resistance properties nr dcbr blend vulcanizates enhanced compared those nr butadiene rubber blend vulcanizate which related amount chlorine incorporated into dcbr,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
403,assessment shear resistance corroded beams repaired sfrc tension zone,copyright 2021 techno press ltd study experimentally analytically investigates shear behavior corroded reinforced concrete rc beams repaired steel fiber reinforced concrete sfrc flexural zone experimental parameters corrosion degree 0 12 17 steel fiber volume sfrc 1 0 1 5 2 0 test results reveal corrosion degree significantly affects shear resistance beams shear capacity beam corrosion degree 17 higher than uncorroded beam whereas shear capacity beam corrosion degree 12 lower than uncorroded beam shear efficiency damaged beams can recovered repairing them sfrc contains reasonable amount steel fibers addition two methods estimate shear capacity repaired beams developed modified truss analogy strut tie models estimated shear capacity beam modified truss analogy model agrees well experimental data,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
404,chromatographic modeling free lutein derived marigold flowers,taylor francis group llc study mass transfer free lutein derived marigold chromatographic process mathematically modeled required model parameters first determined adsorption isotherm determined experimental adsorption study batch method while overall mass transfer axial dispersion coefficients determined appropriate empirical equations adsorption isotherm found langmuir applied three mathematical models ideal model equilibrium dispersive model transport model results transport model able most reasonably describe mass transfer behavior free lutein both linear nonlinear ranges concentration optimum mobile phase velocity determined numerically 0 16 cm s,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
405,green diesel production through simultaneous deoxygenation palmitic acid desulfurization 4 6 dimethyl dibenzothiophene over commercial como al2o3,brteam study investigated deoxygenation palmitic acid model compound palm fatty acid distillate pfad presence 4 6 di methyl di benzothiophene sulfur containing light gas oil lgo reactions performed pressure 25 barg liquid hourly space velocity lhsv 1 7 h 1 h2 oil 630 nl l over como al2o3 catalyst effect temperature studied range 275 300 c both deoxygenation desulfurization led approximately 100 conversions 300 c while 275 c palmitic acid deoxygenation recorded higher conversion rate compared desulfurization 4 6 di methyl di benzothiophene presence 4 6 di methyl di benzothiophene during deoxygenation palmitic acid resulted high conversions 95 pressure drop studies showed formation heavy products caused gradual pressure drop throughout reactor over time catalyst deactivated during 10 d two different sulfur containing reagents used catalyst reactivation including dimethyl disulfide n c18 lgo containing 484 ppmw sulfur reactivation 2 wt dimethyl disulfide n c18 320 c 36 h led more favrable performance recovery vs sulfur containing lgo,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
406,application static network reconfiguration minimize power consumption grid photovoltaic systems,iop publishing ltd all rights reserved photovoltaic pv one distributed generation growing worldwide proper method increase hosting capacity pv low cost becoming interesting topic paper researched how total grid purchase power systems can decreased applying static network reconfiguration problem formulated load flow which aims minimize total grid purchase under thermal voltage constraints effectiveness approach significant benefits obtained static reconfiguration options term total grid purchase demonstrated modified benchmark distribution system it found applying static network reconfiguration specific test system two pvs gave minimum power consumption grid,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
407,analyzing suicide contributing factors thailand classification logistic regression decision tree support vector machine,2023 ieee world health organization who reports over 700 000 people die suicide each year number attempts far exceeding suicide also fourth leading cause death among teenagers 1 suicide rate thailand follows similar trend research aims utilize machine learning techniques identify cases lead suicide deaths study contributing factors both internal external specifically paper proposes classification methods create prediction model people s demography behaviors other factors order analyze features influence risk suicide deaths classification techniques employed include logistic regression decision tree support vector machine we have analyzed data gathered thailand national suicide prevention department january september 2021 which includes 49 417 suicidal cases 30 which resulted fatalities two models proposed general model identify significant factors leading suicide deaths practical model predict suicide deaths given only available factors practice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
408,robust compression technique yolov3 real time vehicle detection,ieee vehicle detection yolov3 has shown promising accuracy since number parameters network can more than ten million parameters it cannot fit into commodity camera paper we propose compression mechanism designed specifically yolov 3 s network removing unnecessary filters since yolov3 composes two network components backbone pyramid networks we propose robust pruning mechanism prune filters each network separately can help avoid over pruning network some part model making our model more robust there two main pruning criteria investigated average percentage zero apoz sum magnitude weight experiment conducted ua detrac results show our compression mechanism apoz criterion can reduce more than 90 network size while accuracy even higher than full model about 2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
409,comparison uml sequence diagrams trace technical specification change,springer science business media singapore sequence diagrams widely used model interactions between objects information system paper presents method develops tool comparing uml sequence diagrams facilitate tracing technical specification change change log generated report all affected elements traceability graph associated new version sequence diagram also constructed illustrate updated dependency among components proposed automation approach would benefit software process improvement change impact analysis addition output generated implemented system could fasten tedious documentation chore,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
410,operational efficiency improvement ply cutting machine aircraft tires,published under licence iop publishing ltd research focuses operational efficiency improvement ply cutting machines aircraft tires implementing design experiments doe single minute exchange die smed methods decrease loss time caused machine stoppages found let off splicer processes problem comes high loss time because system s parameters not set properly high setup time machine therefore operations efficiency improvement has been conducted setting suitable flow rate splicer changing activities operator order reduce waiting time improved efficiency implemented ply cutting machine july august result shows increase average production 23 rolls shift 28 rolls shift furthermore cost saving efficiency improvement equal 36m baht per year,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
411,monitoring surface roughness aluminium turning process,published under licence iop publishing ltd turning process one most necessary process surface roughness has been considered quality workpiece there many factors which affect surface roughness hence objective research monitor relation between surface roughness cutting forces aluminium turning process wide range cutting conditions coated carbide tool aluminium alloy al 6063 used experiment cutting parameters investigated analyze effects them surface roughness which cutting speed feed rate tool nose radius depth cut case research dynamometer installed turret cnc turning machine generate signal while turning relation between dynamic cutting forces surface roughness profile examined applying fast fourier transform fft experimentally obtained results showed cutting force depends cutting condition surface roughness can improved when increasing cutting speed tool nose radius contrast feed rate depth cut relation between cutting parameters surface roughness can explained process cutting forces it understood process cutting forces able predict surface roughness further research,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
412,investigation leukocyte viability damage spiral microchannel contraction expansion array,authors inertial separation techniques microfluidic system have been widely employed field medical diagnosis long time despite no requirement external forces it requires strong hydrodynamic forces could potentially cause cell damage or loss during separation process might lead wrong interpretation laboratory results since change structures functional characteristics cells due hydrodynamic forces occur not taken into account therefore it important investigate cell viability damage along separation efficacy device design process study two inertial separation techniques spiral microchannel contraction expansion array cea examined evaluate cell viability morphology intracellular structures trypan blue assay tb scanning electron microscopy sem wright giemsa stain we discovered cell loss not significantly found feeding system i e syringe needle tube but mostly occurred inertial separation devices while change cell morphology intracellular structures found feeding system inertial separation devices furthermore percentage cell loss not significant both devices 7 10 however change cell morphology considerably increased 30 spiral microchannel shear stress dominated rather than cea 12 contrast disruption intracellular structures increased 14 cea extensional shear stress dominated equally rather than spiral microchannel 2 these experiments leukocytes canine used samples because their sizes varied range between 7 12 μm they commonly used biomarker many clinical medical applications,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
413,new design equation undrained pullout capacity suction caissons considering combined effects caisson aspect ratio adhesion factor interface linearly increasing strength,elsevier ltdundrained pullout capacity suction caisson clays homogeneous linearly increasing strengths depth investigated two dimensional axisymmetric finite element analysis effects caisson aspect ratios complete range adhesion factors soil caisson interface full range dimensionless strength gradients dimensionless pullout factor suction caissons comprehensively examined based nonlinear regression derived finite element solutions new design equation undrained pullout capacity suction caissons proposed considering practical ranges caisson aspect ratios complete range adhesion factors soil caisson interface general profile both homogeneous linearly increasing strengths depth proposed equation validated through comparison existing solutions published experimental data,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
414,forecasting incoming calls commercial bank service call center,association computing machinery study we develop forecast models incoming calls call center commercial bank thailand we found incoming calls non stationary normally number calls low during holiday high during beginning ending each month various time series models applied monthly forecast algorithm based seasonal pattern proposed daily forecast mape mean absolute percentage error rmse root mean square error used comparing proposed methodology current model bank uses results show proposed methodology better than current model mape reduces 9 79 8 12 rmse reduces 960 37 861 88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
415,deep convolutional neural network edge feature image denoising,2020 springer nature switzerland ag image denoising classical challenge computer vision has attracted large amount research past few decades attempts find new approaches denoise various types images endeavors have been even more striking recent inception deep learning deep learning has well known strength its accuracy effectiveness but main drawback very long converging time during deep learning network training moreover current state art denoising techniques still lack edge feature one crucial attributes sharp images therefore paper we propose novel deep convolutional neural network edge feature dcef denoising additive white gaussian noise awgn however deep learning model training takes too much time converge we also propose adaptive learning rate triangle technique allows much faster converging time comparing state art approaches our dcef demonstrates it outperforms existing state art approaches terms average psnr scores 15 25 0 2 0 3 respectively while achieving high ms ssim scores much fewer iterations converge,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
416,performance assessment hybrid solid oxide molten carbonate fuel cell system compressed air energy storage under different power demands,hydrogen energy publications llcas electricity demand can vary considerably unpredictably it necessary integrate energy storage power generation systems study investigates solid oxide molten carbonate fuel cell system integrated gas turbine gt power generation advanced adiabatic compressed air energy storage aa caes system designed enhance system flexibility simulations proposed power system performed demonstrate amount power can supply loads during normal peak modes operation under steady state conditions pressure ratios gt aa caes additional air feed used design system analyze system performance results show small additional air feed gt certainly required hybrid system gt pressure ratio 2 provides maximum benefit aa caes pressure ratio 5 recommended spare some air storage minimize storage volume moreover implementation gt aa caes into integrated fuel cell system allows system cope variations power demand,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
417,effects types isocyanate polyol thermal mechanical properties benzoxazine urethane polymer alloys,iop publishing ltd all rights reserved polymer alloys benzoxazine resin ba urethane prepolymer pu prepared various ba pu mass ratios 100 0 80 20 70 30 60 40 via sequential cure method isocyanate end capped urethane prepolymer synthesized isocyanates polyols various types isocyanate groups used i e tdi mdi ipdi hdi study polypropylene glycol poly ethylene diethylene adipate glycol represent polyether polyol e polyester polyol s respectively experimental results revealed glass transition temperature tg flexural strength flexural modulus increase decreasing pu content furthermore flexural strength flexural modulus synergism found ba pu based polyester polyol all mass ratio,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
